,Наименование вакансии,Ссылка на вакансию,Минимальная з/п,Максимальная з/п,Валюта
478,Химик,https://kazan.hh.ru/vacancy/46508090?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
479,Химик,https://kazan.hh.ru/vacancy/46508044?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
480,Инженер-химик,https://kazan.hh.ru/vacancy/42978551?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
481,Химик,https://kazan.hh.ru/vacancy/41634417?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,60000.0,руб.
482,Лаборант химического анализа,https://kazan.hh.ru/vacancy/44098392?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,48000.0,71000.0,руб.
483,Инженер-химик,https://kazan.hh.ru/vacancy/43110628?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
484,Лаборант по физико-механическим испытаниям,https://kazan.hh.ru/vacancy/43763438?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
485,Химик-лаборант,https://kazan.hh.ru/vacancy/44075595?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
486,Химик-технолог,https://kazan.hh.ru/vacancy/43849762?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,50000.0,70000.0,руб.
487,Инженер-химик,https://kazan.hh.ru/vacancy/43524336?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
488,Химик-технолог,https://kazan.hh.ru/vacancy/43926896?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,70000.0,,руб.
489,Инженер-технолог / Главный технолог (Химик-аналитик),https://kazan.hh.ru/vacancy/43565262?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,300000.0,руб.
490,Ведущий химик-разработчик ЛКМ,https://kazan.hh.ru/vacancy/37297434?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,100000.0,,руб.
491,Инженер-химик (производство микроэлектроники),https://kazan.hh.ru/vacancy/43754886?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,40000.0,,руб.
492,Ведущий химик-разработчик ЛКМ,https://kazan.hh.ru/vacancy/37297437?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,100000.0,,руб.
493,Химик в аккредитованную лабораторию,https://kazan.hh.ru/vacancy/43767486?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
494,Инженер-химик по сырью,https://kazan.hh.ru/vacancy/43601136?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
495,Химик-инженер,https://kazan.hh.ru/vacancy/43928217?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
496,Химик-лаборант,https://kazan.hh.ru/vacancy/43518796?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,45000.0,,руб.
497,Инженер - химик нефтехимической лаборатории,https://kazan.hh.ru/vacancy/43728970?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,60000.0,120000.0,руб.
498,Руководитель лаборатории / Химик-аналитик,https://kazan.hh.ru/vacancy/43957196?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
499,Химик-технолог,https://kazan.hh.ru/vacancy/44083192?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
500,Химик-технолог,https://kazan.hh.ru/vacancy/43187824?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
501,Химик в химическую лабораторию,https://kazan.hh.ru/vacancy/44022118?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,40000.0,,руб.
502,Химик-лаборант (биолог),https://kazan.hh.ru/vacancy/43862922?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,25000.0,35000.0,руб.
503,Химик-аналитик (Группа хроматографии),https://kazan.hh.ru/vacancy/43882637?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
504,Инженер-химик,https://kazan.hh.ru/vacancy/41196100?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,27000.0,27000.0,руб.
505,Химик-аналитик,https://kazan.hh.ru/vacancy/43580864?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,37000.0,50000.0,руб.
506,Химик-аналитик,https://kazan.hh.ru/vacancy/44009517?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
507,Лаборант химического анализа 5 разряд (сточные воды),https://kazan.hh.ru/vacancy/43816701?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,25100.0,,руб.
508,Лаборант химического анализа 5 разряд испытательная (химико-аналитическая) лаборатория ВПУ,https://kazan.hh.ru/vacancy/41443038?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
509,Инженер/Инженер-химик химико-токсикологического отдела Московской испытательной лаборатории,https://kazan.hh.ru/vacancy/42473943?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
510,Химик-аналитик,https://kazan.hh.ru/vacancy/40525100?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,32000.0,35000.0,руб.
511,Химик-лаборант,https://kazan.hh.ru/vacancy/44142783?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,60000.0,руб.
512,Химик-аналитик,https://kazan.hh.ru/vacancy/44223368?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,150000.0,KZT
513,Химик-синтетик (фармацевтика),https://kazan.hh.ru/vacancy/43751572?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,70000.0,,руб.
514,Инженер-разработчик / Химик–разработчик полимерных материалов,https://kazan.hh.ru/vacancy/43147345?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,55000.0,75000.0,руб.
515,Химик-аналитик,https://kazan.hh.ru/vacancy/42504200?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
516,Микробиолог,https://kazan.hh.ru/vacancy/43658229?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
517,Химик-технолог (разработчик),https://kazan.hh.ru/vacancy/43759018?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,60000.0,80000.0,руб.
518,Лаборант химического анализа 5 разряд испытательная (химико-аналитическая) лаборатория ВПУ,https://kazan.hh.ru/vacancy/41443037?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
519,Химик-инженер/научный сотрудник,https://kazan.hh.ru/vacancy/43578314?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,75000.0,,руб.
520,Инженер-технолог/Главный технолог R&D,https://kazan.hh.ru/vacancy/46748289?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
521,Технолог участка хроматографической очистки,https://kazan.hh.ru/vacancy/46895311?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
522,Лаборант спектрального анализа,https://kazan.hh.ru/vacancy/46220330?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
523,Специалист по регистрации лекарственных препаратов,https://kazan.hh.ru/vacancy/46341059?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
524,Технолог участка хроматографической очистки,https://kazan.hh.ru/vacancy/46895316?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
525,Технолог участка хроматографической очистки,https://kazan.hh.ru/vacancy/46895313?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
526,Ассистент менеджера по продаже Косметического и Химического сырья,https://kazan.hh.ru/vacancy/46660192?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,45000.0,,руб.
527,Продавец производства (пр-кт Химиков),https://kazan.hh.ru/vacancy/45573950?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,24500.0,27000.0,руб.
528,Инженер-технолог,https://kazan.hh.ru/vacancy/40835285?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
529,Водитель-химик,https://kazan.hh.ru/vacancy/43379924?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,50000.0,,руб.
530,Водитель-химик,https://kazan.hh.ru/vacancy/44080022?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,70000.0,руб.
531,Водитель-химик,https://kazan.hh.ru/vacancy/44080162?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,70000.0,руб.
532,Водитель-химик,https://kazan.hh.ru/vacancy/44080274?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,70000.0,руб.
533,Водитель-химик,https://kazan.hh.ru/vacancy/44080975?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,70000.0,руб.
534,Водитель-химик,https://kazan.hh.ru/vacancy/44081015?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,70000.0,руб.
535,Водитель-химик,https://kazan.hh.ru/vacancy/44081051?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,70000.0,руб.
536,Водитель-химик,https://kazan.hh.ru/vacancy/44081129?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,70000.0,руб.
537,Водитель-химик,https://kazan.hh.ru/vacancy/44081133?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,70000.0,руб.
538,Водитель-химик,https://kazan.hh.ru/vacancy/44081158?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,70000.0,руб.
539,Водитель-химик,https://kazan.hh.ru/vacancy/44081207?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,70000.0,руб.
540,Старший научный сотрудник,https://kazan.hh.ru/vacancy/37108697?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
541,Микробиолог (г. Одинцово),https://kazan.hh.ru/vacancy/46992071?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,71500.0,77500.0,руб.
542,Инженер-технолог,https://kazan.hh.ru/vacancy/46941769?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,47000.0,,руб.
543,Лаборант,https://kazan.hh.ru/vacancy/42195166?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,35000.0,руб.
544,Инженер-технолог в отдел обеспечения качества,https://kazan.hh.ru/vacancy/46999276?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,60000.0,,руб.
545,Инженер-технолог,https://kazan.hh.ru/vacancy/46941770?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,47000.0,,руб.
546,Специалист по обеспечению качества,https://kazan.hh.ru/vacancy/46797899?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
547,Инженер-эколог,https://kazan.hh.ru/vacancy/46707839?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
548,Инженер 1 категории Ангарского отдела лабораторного анализа и технических измерений,https://kazan.hh.ru/vacancy/46322325?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
549,Технолог,https://kazan.hh.ru/vacancy/46914942?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,100000.0,,руб.
550,Заместитель начальника цеха по технологии (химическая продукция),https://kazan.hh.ru/vacancy/43975428?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
551,Ведущий инженер по качеству,https://kazan.hh.ru/vacancy/46701215?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,55000.0,,руб.
552,Специалист по качеству (пивоваренное производство),https://kazan.hh.ru/vacancy/46904230?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,50000.0,60000.0,руб.
553,Заместитель начальника цеха по технологии (химическая продукция),https://kazan.hh.ru/vacancy/43975431?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
554,Руководитель группы определения солей тяжелых металлов испытательной лаборатории,https://kazan.hh.ru/vacancy/46949385?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,60000.0,,руб.
555,Заместитель начальника цеха по технологии (химическая продукция),https://kazan.hh.ru/vacancy/43975432?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
556,Инженер по валидации,https://kazan.hh.ru/vacancy/45490108?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
557,Инженер-технолог,https://kazan.hh.ru/vacancy/46941771?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,47000.0,,руб.
558,Инженер по качеству,https://kazan.hh.ru/vacancy/44568311?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,60000.0,75000.0,руб.
559,Инженер 1 категории Базового отдела лабораторного анализа и технических измерений,https://kazan.hh.ru/vacancy/46322154?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
560,Инженер-проектировщик (Технолог),https://kazan.hh.ru/vacancy/46979902?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,27000.0,,руб.
561,Инженер-технолог по окраске,https://kazan.hh.ru/vacancy/45467915?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,55000.0,65000.0,руб.
562,Заместитель начальника цеха по технологии (химическая продукция),https://kazan.hh.ru/vacancy/43975430?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
563,Кодировщик,https://kazan.hh.ru/vacancy/46961464?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,35000.0,40000.0,руб.
564,Менеджер по качеству,https://kazan.hh.ru/vacancy/46202624?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
565,Ведущий инженер-химик (инженер технических измерений),https://kazan.hh.ru/vacancy/44460987?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
566,Кассир (пр-кт Химиков),https://kazan.hh.ru/vacancy/45657176?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,27500.0,31500.0,руб.
567,Инженер технолог по разработке ТЛФ,https://kazan.hh.ru/vacancy/46204208?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
568,Инженер-технолог по термообработке,https://kazan.hh.ru/vacancy/46219752?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,40000.0,,руб.
569,Инженер-технолог,https://kazan.hh.ru/vacancy/46878176?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,45000.0,,руб.
570,Фармацевт-провизор,https://kazan.hh.ru/vacancy/46566233?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
571,Инженер - технолог в технологическую лабораторию,https://kazan.hh.ru/vacancy/39645189?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
572,Технолог по лакокрасочным покрытиям,https://kazan.hh.ru/vacancy/46356057?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,73500.0,147000.0,руб.
573,Начальник отдела обеспечения качества,https://kazan.hh.ru/vacancy/47003976?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
574,Заместитель начальника цеха по технологии (химическая продукция),https://kazan.hh.ru/vacancy/43975429?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
575,Аппаратчик воздухоразделения Кислородной станции,https://kazan.hh.ru/vacancy/46971477?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,25000.0,,руб.
576,Специалист отдела качества,https://kazan.hh.ru/vacancy/46969026?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,35000.0,руб.
577,Специалист по фармаконадзору,https://kazan.hh.ru/vacancy/46711756?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
578,"Провизор-технолог, специалист по закупкам",https://kazan.hh.ru/vacancy/44641594?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,35000.0,,руб.
579,Ведущий технолог,https://kazan.hh.ru/vacancy/42357098?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,117150.0,руб.
580,Дефектоскопист рентгено-гаммаграфирования 6 разряда,https://kazan.hh.ru/vacancy/46505008?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
581,Начальник отдела обеспечения качества,https://kazan.hh.ru/vacancy/42176515?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
582,Инженер-аналитик,https://kazan.hh.ru/vacancy/46623920?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,,руб.
583,Аппаратчик воздухоразделения Кислородной станции,https://kazan.hh.ru/vacancy/46971476?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,25000.0,,руб.
584,Преподаватель физико-математических дисциплин,https://kazan.hh.ru/vacancy/45390341?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,18000.0,,руб.
585,Ведущий инженер Отдела эксплуатации (химводоподготовка и водно-химический режим),https://kazan.hh.ru/vacancy/46588315?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
586,Дефектоскопист рентгено-гаммаграфирования 6 разряда,https://kazan.hh.ru/vacancy/46505014?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
587,Мастер/руководитель участка производства,https://kazan.hh.ru/vacancy/46960029?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,30000.0,30000.0,руб.
588,Менеджер по продажам оборудования,https://kazan.hh.ru/vacancy/46372099?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,50000.0,60000.0,руб.
589,Дефектоскопист рентгено-гаммаграфирования 6 разряда,https://kazan.hh.ru/vacancy/46505007?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
590,Специалист по тестированию ПО со знанием химии,https://kazan.hh.ru/vacancy/47008340?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
591,Медицинский представитель,https://kazan.hh.ru/vacancy/46967803?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,80000.0,,руб.
592,Ведущий инженер по метрологии отдела организационно-методического и метрологического обеспечения,https://kazan.hh.ru/vacancy/46322216?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,35000.0,,руб.
593,Дефектоскопист рентгено-гаммаграфирования 6 разряда,https://kazan.hh.ru/vacancy/46505013?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
594,Дефектоскопист рентгено-гаммаграфирования 6 разряда,https://kazan.hh.ru/vacancy/46505010?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
595,Ведущий инженер-технолог по трансферу,https://kazan.hh.ru/vacancy/46884882?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
596,Заместитель директора химического производства,https://kazan.hh.ru/vacancy/39419981?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
597,Фельдшер-лаборант (клинико-диагностическая лаборатория),https://kazan.hh.ru/vacancy/45767245?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,12000.0,,руб.
598,Дефектоскопист рентгено-гаммаграфирования 6 разряда,https://kazan.hh.ru/vacancy/46505015?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
599,Инженер в отдел валидации,https://kazan.hh.ru/vacancy/44698085?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
600,Начальник отдела обеспечения качества,https://kazan.hh.ru/vacancy/45490186?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
601,Укладчик-упаковщик,https://kazan.hh.ru/vacancy/46256223?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,40000.0,,руб.
602,Маркетолог-аналитик по продукции (медицинские расходные материалы),https://kazan.hh.ru/vacancy/46857318?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,45000.0,50000.0,руб.
603,Технолог строительные материалы,https://kazan.hh.ru/vacancy/46950529?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
604,Менеджер отдела закупок и продаж,https://kazan.hh.ru/vacancy/46981825?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
605,Менеджер по продажам фармацевтического оборудования,https://kazan.hh.ru/vacancy/46704559?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,100000.0,,руб.
606,Наполнитель баллонов Кислородной станции,https://kazan.hh.ru/vacancy/46971888?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,18000.0,,руб.
607,Главный метролог-начальник отдела организационно-методического и метрологического обеспечения,https://kazan.hh.ru/vacancy/46322193?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,45000.0,,руб.
608,Начальник отдела обеспечения качества,https://kazan.hh.ru/vacancy/46425192?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
609,"Продавец-кассир (Сафоново, Химиков, 5)",https://kazan.hh.ru/vacancy/42665101?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,18315.0,22894.0,руб.
610,"Инженер по проектам ПТО (инженер-технолог, криогенное производство) / Project Engineer",https://kazan.hh.ru/vacancy/46817988?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
611,Сменный мастер Кислородной станции,https://kazan.hh.ru/vacancy/46971200?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,25000.0,,руб.
612,Инженер по буровым растворам,https://kazan.hh.ru/vacancy/46974012?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
613,"Педагог дополнительного образования ""IT-квантум""",https://kazan.hh.ru/vacancy/46941893?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,25000.0,,руб.
614,Помощник менеджера по продажам,https://kazan.hh.ru/vacancy/46807958?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,48000.0,70000.0,руб.
615,Начальник участка КИПиА,https://kazan.hh.ru/vacancy/46919673?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,40000.0,,руб.
616,Инженер отдела обеспечения качества,https://kazan.hh.ru/vacancy/46876361?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
617,Термист,https://kazan.hh.ru/vacancy/46899004?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,42000.0,,руб.
618,Термист,https://kazan.hh.ru/vacancy/46964413?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
619,Наполнитель баллонов Кислородной станции,https://kazan.hh.ru/vacancy/46971887?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,18000.0,,руб.
620,Инженер по сервису оборудования,https://kazan.hh.ru/vacancy/45449028?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,,,
621,"Продавец-кассир (Ленинск-Кузнецкий, Химиков, 9/1)",https://kazan.hh.ru/vacancy/45452134?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,22021.0,25324.0,руб.
622,Кладовщик склада,https://kazan.hh.ru/vacancy/46919676?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,35000.0,35000.0,руб.
623,"Продавец-кассир (Рошаль, улица Химиков, 12Б)",https://kazan.hh.ru/vacancy/42495629?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,25000.0,32000.0,руб.
624,Медицинский представитель Север Московской области,https://kazan.hh.ru/vacancy/43419294?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,80000.0,,руб.
625,Машинист компрессорных установок Кислородной станции,https://kazan.hh.ru/vacancy/46971707?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,20000.0,,руб.
626,Флейворист / парфюмер,https://kazan.hh.ru/vacancy/46976612?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,50000.0,200000.0,руб.
627,Менеджер по продажам медицинских изделий/КАМ,https://kazan.hh.ru/vacancy/46333203?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,80000.0,120000.0,руб.
628,Менеджер по техническому сопровождению продаж,https://kazan.hh.ru/vacancy/42342885?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,40000.0,,руб.
629,Специалист по продажам РТИ,https://kazan.hh.ru/vacancy/44684890?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,20000.0,25000.0,руб.
630,"Продавец-кассир (Энгельс, Химиков, 3П)",https://kazan.hh.ru/vacancy/42770424?from=vacancy_search_list&query=%D0%A5%D0%B8%D0%BC%D0%B8%D0%BA,22000.0,25000.0,руб.
